id,noun,article,plural,translation,niveau,level,createdAt,updatedAt,deletedAt
1691,Neuheit,Die,Neuheiten,Novedad,B2.3,advanced,12/06/20,,
1692,Sachbuch,Das,Sachbücher,Libro de no ficción,B2.3,advanced,12/06/20,,
1693,Stammkunde,Der,Stammkunden,Cliente habitual,B2.3,advanced,12/06/20,,
1694,Aufnahme,Die,Aufnahmen,Vista,B2.3,advanced,12/06/20,,
1695,Luftaufnahme,Die,Luftaufnahmen,Vista Aérea,B2.3,advanced,12/06/20,,
1696,Bildband,Der,Bildbände,Libro ilustrado / Videocinta,B2.3,advanced,12/06/20,,
1697,Leseratte,Die,Leseratten,Ratón de biblioteca,B2.3,advanced,12/06/20,,
1698,Auflage,Die,Auflagen,Edición,B2.3,advanced,12/06/20,,
1699,Befürchtung,Die,Befürchtungen,Sospecha,B2.3,advanced,12/06/20,,
1700,Branche,Die,Branchen,Ramo / Negocios,B2.3,advanced,12/06/20,,
1701,Geschehen,Das,Geschehen,Suceso,B2.3,advanced,12/06/20,,
1702,Gleichaltrige,Der / Die,Gleichaltrigen,Contemporaneo / de la misma edad,B2.3,advanced,12/06/20,,
1703,Heranwachsende,Der / Die,Heranwachsenden,Adolescente,B2.3,advanced,12/06/20,,
1704,Nachrichtenmagazin,Das,Nachrichtenmagazine,Revista de noticias,B2.3,advanced,12/06/20,,
1705,Popularität,Die,Popularität,Popularidad,B2.3,advanced,12/06/20,,
1706,Printmedium,Das,Printmediumien,Medios impresos,B2.3,advanced,12/06/20,,
1707,Vorbild,Das,Vorbilder,Modelo a seguir,B2.3,advanced,12/06/20,,
1708,Dokumentarfilm,Der,Dokumentarfilme,Documental,B2.3,advanced,12/06/20,,
1709,Drehbuch,Das,Drebücher,Guión,B2.3,advanced,12/06/20,,
1710,Drehort,Der,Drehorte,Locación,B2.3,advanced,12/06/20,,
1711,Hintergrund,Der,Hintergründe,Background,B2.3,advanced,12/06/20,,
1712,Horrorfilm,Der,Horrorfilme,Película de terror,B2.3,advanced,12/06/20,,
1713,Literaturverfilmung,Die,Literaturverfilmungen,Adaptación cinematográfica,B2.3,advanced,12/06/20,,
1714,Maskenbildner,Der,Maskenbildner,Maquillador,B2.3,advanced,12/06/20,,
1715,Prominente,Der / Die,Prominenten,Celebridad,B2.3,advanced,12/06/20,,
1716,Redakteur,Der,Redakteure,Editor,B2.3,advanced,12/06/20,,
1717,Reggiseur,Der,Reggiseure,Director,B2.3,advanced,12/06/20,,
1718,Skript,Das,Skripts / Skripte,Guión,B2.3,advanced,12/06/20,,
1719,Stylist,Der,Stylisten,Estilista,B2.3,advanced,12/06/20,,
1720,Szene,Die,Szenen,Escena,B2.3,advanced,12/06/20,,
1721,Vorlage,Die,Vorlagen,Muestra / Presentación,B2.3,advanced,12/06/20,,
1722,Raute,Die,Rauten,Diamante / Rombo,B2.3,advanced,12/06/20,,
1723,Großleinwand,Die,Großleinwande,Pantalla Grande,B2.3,advanced,12/06/20,,
1724,Schwäche,Die,Schwächen,Debilidad,B2.3,advanced,12/06/20,,
1725,Komplexität,Die,Komplexität,Complejidad,B2.3,advanced,12/06/20,,
1726,Logik,Die,Logik,Logica,B2.3,advanced,12/06/20,,
1727,Meldung,Die,Meldungen,Notificación,B2.3,advanced,12/06/20,,
1728,Quelle,Die,Quellen,Fuente,B2.3,advanced,12/06/20,,
1729,Bildungswerk,Das,Bildungswerke,Institución de formación,B2.3,advanced,12/06/20,,
1730,Bundesfreiwilligendienst,Der,Bundesfreiwilligendienste,Servicio voluntario Federal,B2.3,advanced,12/06/20,,
1731,Einrichtung,Die,Einrichtungen,Instalaciones,B2.3,advanced,12/06/20,,
1732,Behindertenwerkstatt,Die,Behindertenwerkstatten,Taller para discapacitados,B2.3,advanced,12/06/20,,
1733,Dienstleistung,Die,Dienstleistungen,Prestación de servicio,B2.3,advanced,12/06/20,,
1734,Einheimische,Der / Die,Einheimischen,Nativo,B2.3,advanced,12/06/20,,
1735,Faust,Die,Fäuste,Puño,B2.3,advanced,12/06/20,,
1736,Gegenseitigkeit,Die,Gegenseitigkeit,Reciprocidad,B2.3,advanced,12/06/20,,
1737,Gelegenheitsjob,Der,Gelegenheitsjobs,Oportunidad de empleo,B2.3,advanced,12/06/20,,
1738,Schulabgänger,Der,Schulabgänger,Abandono escolar,B2.3,advanced,12/06/20,,
1739,Weise,Die,Weisen,Manera / modo,B2.3,advanced,12/06/20,,
1740,Zuschuss,Der,Zuschüsse,Subsidio,B2.3,advanced,12/06/20,,
1741,Aufenthaltserlaubnis,Die,Aufenthaltserlaubnisse,Permiso de residencia,B2.3,advanced,12/06/20,,
1742,Auszeit,Die,Auszeiten,Tiempo muerto,B2.3,advanced,12/06/20,,
1743,Brückenjahr,Das,Brückenjahre,"Año puente / año ""sabático""",B2.3,advanced,12/06/20,,
1744,Bereicherung,Die,Bereicherungen,Enriquecimiento,B2.3,advanced,12/06/20,,
1745,Eintrag,Der,Einträge,Entrada / Asiento,B2.3,advanced,12/06/20,,
1746,Mitbringsel,Das,Mitbringsel,Recuerdo / pequeño regalo,B2.3,advanced,12/06/20,,
1747,Berufsorientierung,Die,Berufsorientierungen,Orientación profesional,B2.3,advanced,12/06/20,,
1748,Notendurchschnitt,Der,Nottendurchschnitte,Nota promedio,B2.3,advanced,12/06/20,,
1749,Leistungsdruck,Der,Leistungsdruck,Presión de desempeño,B2.3,advanced,12/06/20,,
1750,Vorliebe,Die,Vorlieben,Predilección / Preferencia,B2.3,advanced,12/06/20,,
1751,Werkstudent,Der,Werkstudenten,Estudiante que trabaja,B2.3,advanced,12/06/20,,
1752,Aufnahmeprüfung,Die,Aufnahmenprüfungen,Examen de ingreso,B2.3,advanced,12/06/20,,
1753,Bühnenbild,Das,Bühnenbilder,Decoración / Escenografia / Paisaje,B2.3,advanced,12/06/20,,
1754,Klassiker,Der,Klassiker,Clásico,B2.3,advanced,12/06/20,,
1755,Spielplan,Der,Spielpläne,Programa / Repertorio,B2.3,advanced,12/06/20,,
1756,Studiengang,Der,Studiengänge,Ciclo de estudios,B2.3,advanced,12/06/20,,
1757,Galerie,Die,Galerien,Galeria / Corredor,B2.3,advanced,12/06/20,,
1758,App,Die,Apps,Aplicación,B2.3,advanced,12/06/20,,
1759,Betrieb,Der,Betriebe,Empresa,B2.3,advanced,12/06/20,,
1760,Funktionsweise,Die,Funktionsweisen,Operación,B2.3,advanced,12/06/20,,
1761,Auslauf,Der,Auslauf,Salida / Desembocadura,B2.3,advanced,12/06/20,,
1762,Kuppel,Die,Kuppeln,Cúpula,B2.3,advanced,12/06/20,,
1763,Label,Das,Labels,Etiqueta,B2.3,advanced,12/06/20,,
1764,Meisterwerk,Das,Meisterwerke,Obra Maestra,B2.3,advanced,12/06/20,,
1765,Prominenz,Die,Prominenzen,Personalidad destacada,B2.3,advanced,12/06/20,,
1766,Schwerpunkt,Der,Schwerpunkte,Punto esencial,B2.3,advanced,12/06/20,,
1767,Spektakel,Das,Spektakel,Espectáculo,B2.3,advanced,12/06/20,,
1768,Uhrwerk,Das,Uhrwerke,Relojería,B2.3,advanced,12/06/20,,
1769,Infraestruktur,Die,Infraestrukturen,Infraestructura,B2.3,advanced,12/06/20,,
1770,Spalte,Die,Spalten,Columna / Fisura / Resquicio,B2.3,advanced,12/06/20,,
1771,Ausflüger,Der,Ausflüger,Excursionista,B2.3,advanced,12/06/20,,
1772,Fassade,Die,Fassaden,Fachada,B2.3,advanced,12/06/20,,
1773,Hauptverkehrsader,Der,Hauptverkehrsadern,Arteria principal,B2.3,advanced,12/06/20,,
1774,Stadtrand,Der,Stadtränder,Perfieria,B2.3,advanced,12/06/20,,
1775,Tagesstätte,Die,Tagesstätten,Guardería,B2.3,advanced,12/06/20,,
1776,Umweltsministerium,Das,Umweltsministerien,Ministerio de Medio Ambiente,B2.3,advanced,12/06/20,,
1777,Einkaufspassage,Die,Einkaufspassagen,Galeria comercial,B2.3,advanced,12/06/20,,
1778,Imbissstand,Der,Imbissstände,Puesto de comida,B2.3,advanced,12/06/20,,
1779,Nahverkehrssystem,Das,Nahverkehrssysteme,Sistema de transporte,B2.3,advanced,12/06/20,,
1780,Stadttor,Das,Stadttore,Puerta de la ciudad,B2.3,advanced,12/06/20,,
1781,Versorgung,Die,Versorgung,Suministro / Provisión,B2.3,advanced,12/06/20,,
1782,Verwaltungsgebiet,Das,Verwaltungsgebiete,Área administrativa,B2.3,advanced,12/06/20,,
1783,Wasserleitung,Die,Wasserleitungen,Caño de agua,B2.3,advanced,12/06/20,,
1784,Bedenken,Die,Bedenken,Reflexión / Reparo,B2.3,advanced,12/06/20,,
1785,Einigung,Die,Einigungen,Acuerdo / Conciliación,B2.3,advanced,12/06/20,,
1786,Einstellung,Die,Einstellungen,Contratación,B2.3,advanced,12/06/20,,
1787,Leidenschaft,Die,Leidenschaften,Pasión,B2.3,advanced,12/06/20,,
1788,Welle,Die,Wellen,Ola,B2.3,advanced,12/06/20,,
1789,Fotomontage,Die,Fotomontagen,Fotomontaje,B2.3,advanced,12/06/20,,
1790,Hilfsmittel,Das,Hilfsmitteln,Recurso / Medio,B2.3,advanced,12/06/20,,
1791,Kampagne,Die,Kampagnen,Campaña,B2.3,advanced,12/06/20,,
1792,Styling,Das,Stylings,Estilo,B2.3,advanced,12/06/20,,
1793,Ausgabe,DIe,Ausgaben,Edición / Distribución,B2.3,advanced,12/06/20,,
1794,Ausschreibung,Die,Ausschreibungen,Anuncion / Convocatoria,B2.3,advanced,12/06/20,,
1795,Aspekt,Der,Aspekte,Aspecto,B2.3,advanced,12/06/20,,
1796,Klamotten,Die,Klamotten,Harapos / Chismes,B2.3,advanced,12/06/20,,
1797,Laufsteg,Der,Laufstege,Pasadizo,B2.3,advanced,12/06/20,,
1798,Makel,Der,Makel,Mancha,B2.3,advanced,12/06/20,,
1799,Model,Das,Models,Modelo,B2.3,advanced,12/06/20,,
1800,Wettbewerb,Der,Wettbewerbe,Competencia,B2.3,advanced,12/06/20,,
1801,Entdeckung,Die,Entdeckungen,Descubrimiento,B2.3,advanced,12/06/20,,
1802,Mentalität,Die,Mentalitäten,Mentalidad,B2.3,advanced,12/06/20,,
1803,Schönheitsideal,Das,Schönheitsideale,Ideal de Belleza,B2.3,advanced,12/06/20,,
1804,Augenbraue,Die,Ausgenbrauen,Ceja,B2.3,advanced,12/06/20,,
1805,Äußerlichkeit,Die,Äußerlichkeiten,Exterioridad,B2.3,advanced,12/06/20,,
1806,Garderobe,Die,Garderoben,Guardarropa,B2.3,advanced,12/06/20,,
1807,Körperbehaarung,Die,Körperbehaarung,Cuerpo,B2.3,advanced,12/06/20,,
1808,Kosmetikerin,DIe,Kosmetikerinnen,Maquilladora / Cosmetóloga,B2.3,advanced,12/06/20,,
1809,Wimper,Die,Wimpern,Pestaña,B2.3,advanced,12/06/20,,
1810,Lücke,Die,Lücken,Brecha,B2.3,advanced,12/06/20,,
1811,Beweglichkeit,Die,Beweglichkeit,Movilidad,B2.3,advanced,12/06/20,,
1812,Fitness,Die,Fitness,Aptitud,B2.3,advanced,12/06/20,,
1813,Gelenk,Das,Gelenke,Articulación,B2.3,advanced,12/06/20,,
1814,Gleichgewicht,Das,Gleichgewichte,Equilibrio,B2.3,advanced,12/06/20,,
1815,Haltung,Die,Haltungen,Postura,B2.3,advanced,12/06/20,,
1816,Kondition,Die,Kondition,Aptitud Física,B2.3,advanced,12/06/20,,
1817,Koordination,Die,Koordinationen,Coordinación,B2.3,advanced,12/06/20,,
1818,Muskel,Der,Muskeln,Músculo,B2.3,advanced,12/06/20,,
1819,Inserent,Der,Inserenten,Anunciante,B2.3,advanced,12/06/20,,
1820,Niveau,Das,Niveaus,Nivel,B2.3,advanced,12/06/20,,
1821,Choreographie,Die,Choreographien,Coreografía,B2.3,advanced,12/06/20,,
1822,Durchschnitt,Der,Durchsnitte,Promedio,B2.4,advanced,12/06/20,,
1823,Beweggrund,Der,Beweggründe,Motivo,B2.4,advanced,12/06/20,,
1824,Debatte,Die,Debatten,Debate,B2.4,advanced,12/06/20,,
1825,Entwicklungsland,Das,Entwicklungländer,País en desarrollo,B2.4,advanced,12/06/20,,
1826,Gewissen,Das,Gewissen,Conciencia,B2.4,advanced,12/06/20,,
1827,Mangelerscheinung,Die,Mangelerscheinungen,Deficiencia,B2.4,advanced,12/06/20,,
1828,Massentierhaltung,Die,Massentierhaltungen,Ganadería intensiva,B2.4,advanced,12/06/20,,
1829,Mineralstoff,Der,Mineralstoffe,Minerales (nutrientes),B2.4,advanced,12/06/20,,
1830,Nährstoffmangel,Der,Nährstoffmängel,Deficiencia de nutritientes,B2.4,advanced,12/06/20,,
1831,Organismus,Der,Organismen,Organismo,B2.4,advanced,12/06/20,,
1832,Pfanne,Die,Pfannen,Cacerola,B2.4,advanced,12/06/20,,
1833,Tendenz,Die,Tendenzen,Tendencia,B2.4,advanced,12/06/20,,
1834,Übersicht,Die,Übersichten,Vista general / Sintesis,B2.4,advanced,12/06/20,,
1835,Veganer,Der,Veganer,Vegano,B2.4,advanced,12/06/20,,
1836,Vegetarier,Der,Vegetarier,Vegetariano,B2.4,advanced,12/06/20,,
1837,Verzicht,Der,Verzicht,Renuncia / Abandono,B2.4,advanced,12/06/20,,
1838,Vitamin,Das,Vitamine,Vitamina,B2.4,advanced,12/06/20,,
1839,Wirtschaftswunder,Das,Wirtschaftswunder,Milagro Económico,B2.4,advanced,12/06/20,,
1840,Anlass,Der,Anlässe,Ocasión / Causa / Caso,B2.4,advanced,12/06/20,,
1841,Puderzucker,Der,Puderzucker,Ázucar en polvo,B2.4,advanced,12/06/20,,
1842,Zutat,Die,Zutaten,Ingrediente,B2.4,advanced,12/06/20,,
1843,Bestandteil,Der,Bestandteile,Componente,B2.4,advanced,12/06/20,,
1844,Busch,Der,Büsche,Arbusto,B2.4,advanced,12/06/20,,
1845,Gemüse,Das,Gemüse,Vegetal,B2.4,advanced,12/06/20,,
1846,Gemüsesorte,Die,Gemüsesorten,Tipo de vegetal,B2.4,advanced,12/06/20,,
1847,Kammer,Die,Kammern,Cámara / Cuarto,B2.4,advanced,12/06/20,,
1848,Kohlenhydrat,Das,Kohlenhydrate,Carbohidrato,B2.4,advanced,12/06/20,,
1849,Kohlensäure,Die,Kohlensäure,Ácido Carbónico,B2.4,advanced,12/06/20,,
1850,Konsistenz,Die,Konsistenzen,Consistencia,B2.4,advanced,12/06/20,,
1851,Mikrowelle,Die,Mikrowellen,Microonda,B2.4,advanced,12/06/20,,
1852,Strauch,Der,Sträucher,Arbusto / Mata,B2.4,advanced,12/06/20,,
1853,Vielfalt,Die,Vielfalt,Diversidad,B2.4,advanced,12/06/20,,
1854,Abbildung,Die,Abbildungen,Ilustración,B2.4,advanced,12/06/20,,
1855,Aroma,Das,Aromen,Aroma,B2.4,advanced,12/06/20,,
1856,Entschädigung,Die,Entschädigungen,Compensación / Indemnización,B2.4,advanced,12/06/20,,
1857,Konzentrat,Das,Konzentrate,Concentrado,B2.4,advanced,12/06/20,,
1858,Mindesthaltbarkeit,Die,Mindesthaltbarkeit,Vida útil,B2.4,advanced,12/06/20,,
1859,Täuschung,Die,Täuschungen,Engaño / Fraude,B2.4,advanced,12/06/20,,
1860,Verpackung,Die,Verpackungen,Embalaje,B2.4,advanced,12/06/20,,
1861,Widerspruch,Der,Widerspruche,Oposición / Protesta,B2.4,advanced,12/06/20,,
1862,Abfalltonne,Die,Abfalltonnen,Tacho de basura,B2.4,advanced,12/06/20,,
1863,Ablauf,Der,Abläufe,Caducidad,B2.4,advanced,12/06/20,,
1864,Studie,Die,Studien,Estudio,B2.4,advanced,12/06/20,,
1865,Tonne,Die,Tonnen,Tonelada,B2.4,advanced,12/06/20,,
1866,Überfluss,Der,Überfluss,Abundancia,B2.4,advanced,12/06/20,,
1867,Umgang,Der,Umgang,Manipulación / Ronda / Vuelta,B2.4,advanced,12/06/20,,
1868,Verfallsdatum,Das,Verfalssdaten,Fecha de caducidad,B2.4,advanced,12/06/20,,
1869,Verunsicherung,Die,Verunsicherungen,Incertidumbre,B2.4,advanced,12/06/20,,
1870,Verschwendung,Die,Verschwendung,Residuos,B2.4,advanced,12/06/20,,
1871,Vorrat,Der,Vorräte,Acopio / Reserva,B2.4,advanced,12/06/20,,
1872,Nutztier,Das,Nutztiere,Ganado,B2.4,advanced,12/06/20,,
1873,Begleitung,Die,Begleitungen,Acompañamiento / Sequito / Comitiva,B2.4,advanced,12/06/20,,
1874,Dienstleistung,Die,Diensleistungen,Prestación de servicio,B2.4,advanced,12/06/20,,
1875,Unterbringung,Die,Unterbringungen,Alojamiento,B2.4,advanced,12/06/20,,
1876,Vierbeiner,Der,Vierbeiner,Cuadrúpedo,B2.4,advanced,12/06/20,,
1877,Werbespruch,Der,Werbesprücher,Eslogan,B2.4,advanced,12/06/20,,
1878,Zusats,Der,Zusätse,Accesorio / Adición / Añadidura,B2.4,advanced,12/06/20,,
1879,Flyer,Der,Flyer,Volante,B2.4,advanced,12/06/20,,
1880,Investigation,Die,Investigationen,Investigación,B2.4,advanced,12/06/20,,
1881,Logo,Das,Logos,Logo,B2.4,advanced,12/06/20,,
1882,Umsetzung,Die,Umsetzungen,Traslado / Implementación,B2.4,advanced,12/06/20,,
1883,Beteiligte,Die/Der,Beteiligten,Participante / Implicado(-a) / Interesado(-a),B2.4,advanced,12/06/20,,
1884,Enttäuschung,Die,Enttäuschungen,Decepción,B2.4,advanced,12/06/20,,
1885,Fachmann,Der,Fachmänner,Experto / Profesional,B2.4,advanced,12/06/20,,
1886,Gutschein,Der,Gutscheine,Cupón,B2.4,advanced,12/06/20,,
1887,Jagd,Die,Jagden,Caza / Cacería,B2.4,advanced,12/06/20,,
1888,Mogelpackung,Die,Mogelpackungen,Engaño / Fraude,B2.4,advanced,12/06/20,,
1889,Portal,Das,Portale,Portal,B2.4,advanced,12/06/20,,
1890,Rabatt,Der,Rabatte,Descuento,B2.4,advanced,12/06/20,,
1891,Schnäppchen,Das,Schnäppchen,Ganga,B2.4,advanced,12/06/20,,
1892,Blumenstrauß,Der,Blumensträuße,Ramo de flores,B2.4,advanced,12/06/20,,
1893,Büchse,Die,Büchsen,Rifle,B2.4,advanced,12/06/20,,
1894,Dauerbrenner,Der,Dauerbrenner,Estufa de combustión lenta,B2.4,advanced,12/06/20,,
1895,Erdbeere,Die,Erdbeeren,Frutilla,B2.4,advanced,12/06/20,,
1896,Gärtner,Der,Gärtner,Jardinero,B2.4,advanced,12/06/20,,
1897,Grundstück,Das,Grundstücke,Propiedad / Terreno,B2.4,advanced,12/06/20,,
1898,Kraut,Das,Kräuter,Repollo / Hierba,B2.4,advanced,12/06/20,,
1899,Plantage,Die,Plantagen,Plantación,B2.4,advanced,12/06/20,,
1900,Selbstbedienung,Die,Selbsbedienungen,Autoservicio,B2.4,advanced,12/06/20,,
1901,Sortiment,Das,Sortimente,Surtido,B2.4,advanced,12/06/20,,
1902,Wühltisch,Der,Wühltische,Estante con artículos en liquidación,B2.4,advanced,12/06/20,,
1903,Auswahl,Die,Auswahl,Selección,B2.4,advanced,12/06/20,,
1904,Betreiber,Der,Betreiber,Operador,B2.4,advanced,12/06/20,,
1905,Kombination,Die,Kombinationen,Combinación,B2.4,advanced,12/06/20,,
1906,Abo,Das,Abos,Suscripción,B2.4,advanced,12/06/20,,
1907,Einschätzung,Die,Einschätzungen,Valoración / Tasación,B2.4,advanced,12/06/20,,
1908,Phänomen,Das,Phänomene,Fenómeno,B2.4,advanced,12/06/20,,
1909,Programmierung,Die,Programmierungen,Programación,B2.4,advanced,12/06/20,,
1910,Eingabe,Die,Eingaben,Solicitud / Petición / Instancia,B2.4,advanced,12/06/20,,
1911,Freisprechanlage,Die,Freisprechanlagen,Manos libres,B2.4,advanced,12/06/20,,
1912,Ehrenamt,Das,Ehrenämter,Voluntariado / Dignidad / Honor,B2.4,advanced,12/06/20,,
1913,Engagement,Das,Engagement,Compromiso,B2.4,advanced,12/06/20,,
1914,Lebensmotto,Das,Lebensmottos,Lema,B2.4,advanced,12/06/20,,
1915,Talent,Das,Talente,Talento,B2.4,advanced,12/06/20,,
1916,Aktion,Die,Aktionen,Acción,B2.4,advanced,12/06/20,,
1917,Ausrüstung,Die,Ausrüstungen,Utensillos / Armamento / Equipo,B2.4,advanced,12/06/20,,
1918,Element,Das,Elemente,Elemento,B2.4,advanced,12/06/20,,
1919,Etappe,Die,Etappen,Etapa,B2.4,advanced,12/06/20,,
1920,Geschäftsbericht,Der,Geschäftsberichte,Informe Anual,B2.4,advanced,12/06/20,,
1921,Konzern,Der,Konzerne,Consorcio / Grupo,B2.4,advanced,12/06/20,,
1922,Mündung,Die,Mündungen,Boca / (Des)Embocadura / Orificio,B2.4,advanced,12/06/20,,
1923,Motiv,Das,Motive,Motivo / Tema,B2.4,advanced,12/06/20,,
1924,Provokation,Die,Provokationen,Provocación,B2.4,advanced,12/06/20,,
1925,Quelle,Die,Quellen,Fuente / Origen,B2.4,advanced,12/06/20,,
1926,Ressource,Die,Ressourcen,Recurso,B2.4,advanced,12/06/20,,
1927,Respekt,Der,Respekt,Respeto,B2.4,advanced,12/06/20,,
1928,Wunder,Das,Wunder,Milagro,B2.4,advanced,12/06/20,,
1929,Anregung,Die,Anregungen,Estímulo / Incentivo / Sugerencia / Propuesta,B2.4,advanced,12/06/20,,
1930,Fülle,Die,Fülle,Riqueza / Abundancia,B2.4,advanced,12/06/20,,
1931,Gestaltung,Die,Gestaltungen,Disposición / Formación / Configuración,B2.4,advanced,12/06/20,,
1932,Kanu,Das,Kanus,Canoa,B2.4,advanced,12/06/20,,
1933,Landsleute,Die,Landsleute,Compatriota,B2.4,advanced,12/06/20,,
1934,Leihwagen,Der,Leihwägen,Alquiler de autos,B2.4,advanced,12/06/20,,
1935,Verpflegung,Die,Verpflegung,Alimentación / Abastecimiento / Manutención,B2.4,advanced,12/06/20,,
1936,Verständlichkeit,Die,Verständlichkeit,Claridad / Inteligibilidad / Comprensibilidad,B2.4,advanced,12/06/20,,
1937,Bub,Der,Buben,Chico / Muchacho,B2.4,advanced,12/06/20,,
1938,Eierspeis,Die,Eierspeisen,Huevos revueltos,B2.4,advanced,12/06/20,,
1939,Marille,Die,Marillen,Damasco,B2.4,advanced,12/06/20,,
1940,Paradeiser,Der,Paradeiser,Tomate,B2.4,advanced,12/06/20,,
1941,Töpfen,Der,Töpfen,Queso para untar,B2.4,advanced,12/06/20,,
1942,Traktanden,Die,Traktanden,Tema de negociación / Orden del día,B2.4,advanced,12/06/20,,
1943,Velo,Das,Velos,Bicicleta,B2.4,advanced,12/06/20,,
1944,Wurzel,Die,Wurzeln,Raíz / Zanahoria,B2.4,advanced,12/06/20,,
1945,Dialekt,Der,Dialekte,Dialecto,B2.4,advanced,12/06/20,,
1946,Gegensatz,Der,Gegensätze,Contradicción / Oposición,B2.4,advanced,12/06/20,,
1947,Meilenstein,Der,Meilensteine,Hito / Pilar,B2.4,advanced,12/06/20,,
1948,Mundart,Die,Mundarten,Dialecto / El habla,B2.4,advanced,12/06/20,,
1949,Norm,Die,Normen,Norma / Estándar,B2.4,advanced,12/06/20,,
1950,Plattdeutsch,Das,Plattdeutsch,Idioma Bajo Alemán,B2.4,advanced,12/06/20,,
1951,Standard,Der,Standards,Estándar,B2.4,advanced,12/06/20,,
1952,Verbreitung,Die,Verbreitung,Propagación,B2.4,advanced,12/06/20,,
1953,Vorbild,Das,Vorbilder,Ejemplo / Modelo,B2.4,advanced,12/06/20,,
1954,Vorbildfunktion,Die,Vorbildfunktionen,Papel ejemplar,B2.4,advanced,12/06/20,,
1955,Auswirkung,Die,Auswirkungen,Efecto / Resultado / Repercusión,B2.4,advanced,12/06/20,,
1956,Mehrsprachigkeit,Die,Mehrsprachigkeit,Multilingüismo,B2.4,advanced,12/06/20,,
1957,Amtssprache,Die,Amtssprachen,Idioma Oficial,B2.4,advanced,12/06/20,,
1958,Amtsübergabe,Die,Amtsübergabe,Transferencia de poderes,B2.4,advanced,12/06/20,,
1959,Ankündigungstext,Der,Ankundigungstexte,Anuncio de texto,B2.4,advanced,12/06/20,,
1960,Freundschaftspreis,Der,Freundschaftspreise,Precio de amigo / Buen precio,B2.4,advanced,12/06/20,,
1961,Landessprache,Die,Landessprachen,Idioma nacional,B2.4,advanced,12/06/20,,
1962,Landesgrenze,Die,Landesgrenzen,Frontera nacional,B2.4,advanced,12/06/20,,
1963,Anspruch,Der,Ansprüche,Reclamo / Demanda / Derecho,B2.4,advanced,12/06/20,,
1964,Bedarf,Der,Bedarf,Exigencia / Demanda / Consumo,B2.4,advanced,12/06/20,,
1965,Hauptmotiv,Das,Hauptmotive,Motivo principal,B2.4,advanced,12/06/20,,
1966,Hürde,Die,Hürden,Obstáculo,B2.4,advanced,12/06/20,,
1967,Knochenjob,Der,Knochenjobs,Trabajo duro,B2.4,advanced,12/06/20,,
1968,Prestige,Das,Prestige,Prestigio,B2.4,advanced,12/06/20,,
1969,Schuld,Die,Schuld,Culpa,B2.4,advanced,12/06/20,,
1970,Zulassung,Die,Zulassungen,Admisión / Autorización,B2.4,advanced,12/06/20,,
1971,Anerkennung,Die,Anerkennungen,Reconocimiento,B2.4,advanced,12/06/20,,
1972,Herausforderung,Die,Herausforderungen,Desafío / Provocación / Reto,B2.4,advanced,12/06/20,,
1973,Hospitation,Die,Hospitationen,Práctica profesional / Clase / Congreso,B2.4,advanced,12/06/20,,
1974,Qualification,Die,Qualificationen,Calificación,B2.4,advanced,12/06/20,,
1975,Recherche,Die,Recherchen,Investigación,B2.4,advanced,12/06/20,,
1976,Visite,Die,Visiten,Visita,B2.4,advanced,12/06/20,,
1977,Allergie,Die,Allergien,Alergia,B2.4,advanced,12/06/20,,
1978,Ausschlag,Der,Ausschläge,Erupción,B2.4,advanced,12/06/20,,
1979,Beschwerde,Die,Beschwerden,Queja / Molestia,B2.4,advanced,12/06/20,,
1980,Bluthochdruck,Der,Bluthochdruck,Hipertensión,B2.4,advanced,12/06/20,,
1981,Durchfall,Der,Durchfälle,Diarrea,B2.4,advanced,12/06/20,,
1982,Entzündung,Die,Entzündungen,Inflamación,B2.4,advanced,12/06/20,,
1983,Erbrechen,Das,Erbrechen,Vómito,B2.4,advanced,12/06/20,,
1984,Heilmittel,Das,Heilmittel,Remedio,B2.4,advanced,12/06/20,,
1985,Infektion,Die,Infektionen,Infección,B2.4,advanced,12/06/20,,
1986,Insekt,Das,Insekten,Insecto,B2.4,advanced,12/06/20,,
1987,Sonnenbrand,Der,Sonnenbrände,Quemadura del Sol,B2.4,advanced,12/06/20,,
1988,Spritze,Die,Spritzen,Jeringa / Inyección,B2.4,advanced,12/06/20,,
1989,Stich,Der,Stiche,Puntada / Dolor punzante / Picadura / Puñalada,B2.4,advanced,12/06/20,,
1990,Übelkeit,Die,Übelkeit,Náusea,B2.4,advanced,12/06/20,,
1991,Verband,Der,Verbände,Unidad / Organismo / Asociación,B2.4,advanced,12/06/20,,
1992,Wunde,Die,Wunden,Herida,B2.4,advanced,12/06/20,,
1993,Zäpfchen,Das,Zäpfchen,Supositorio,B2.4,advanced,12/06/20,,
1994,Heilpraktiker,Der,Heilpraktiker,Curandero,B2.4,advanced,12/06/20,,
1995,Nerv,Der,Nerven,Nervio,B2.4,advanced,12/06/20,,
1996,Symptom,Das,Symptome,Síntoma,B2.4,advanced,12/06/20,,
1997,Virus,Der/Das,Viren,Virus,B2.4,advanced,12/06/20,,
1998,Aufnahme,Die,Aufnahmen,Absorción / Asimilación / Ingestión,B2.4,advanced,12/06/20,,
1999,Drohung,Die,Drohungen,Amenaza / Intimidación,B2.4,advanced,12/06/20,,
2000,Konsequenz,Die,Konsequenzen,Consecuencia,B2.4,advanced,12/06/20,,
